"Band_no","CAVS","COMMON","SCIENTIFIC","BANDING_LOCALITY","LOCODE","BANDING_LAT","BANDING_LON","DATE_BANDED","AGE","SEX","RECOVERY_LOCALITY","LOCODE.1","RECOVERY_LAT","RECOVERY_LON","DATE_RECOVERED","ADESC","STADES","DISTANCE","ELAPSED_MONTHS","BANDER","Box","Batch","Size","Species","Mass",,"Notes","issueYear","bandMetal","bandMetal_BACKFILLED","bandType","initMass","massAsProp","InternDiam","Height","Gauge","Volume","funGroup","typeMeanMass","typeMedianMass","sizeMetalMeanMass","sizeMetalMedianMass","type","sizeMetal","typeSDMass","sizeMetalSDMass"
3397274,608,"Singing Honeyeater","Gavicalis virescens","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"02-MAR-1992","FIRST YR OR OLDER","UNKNOWN","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"05-AUG-1992","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","0","5","MR WL KLAU OAM","C06",33,3,"Singing Honeyeater",0.071,,,"NA","NA","AY","3AY",0.072,0.9861111111,2.8,5.5,0.5,7.7,"Passerines",0.0720952381,0.072,0.0722034483,0.0721,"AY 33","AY 3",0.000612453,0.0009296721
3397309,995,"House Sparrow","Passer domesticus","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"01-MAY-1992","FIRST YR OR OLDER","MALE","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"15-JUL-1994","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","26","MR WL KLAU OAM","NR",33,3,"House Sparrow",0.0708,,,"NA","NA","AY","3AY",0.072,0.9833333333,2.8,5.5,0.5,7.7,"Passerines",0.0720952381,0.072,0.0722034483,0.0721,"AY 33","AY 3",0.000612453,0.0009296721
3406628,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","GILBERTON:47 GILBERT STREET GILBERTON:SA","044629",-34.9041666667,138.6119444444,"11-JUL-1991","FIRST YEAR","UNKNOWN",":GILBERTON  ADELAIDE:SA","06967F",-34.9027777778,138.6111111111,"20-SEP-1991","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","2","A/PROF DC PATON","C06",34,3,"New Holland Honeyeater",0.0708,,,88,"AY","AY","3AY",0.07215,0.9812889813,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3409029,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","EYRE BIRD:EYRE BIRD OBSERVATORY:WA","800901",-32.25,126.3,"28-SEP-1992","FIRST YEAR","MALE","EYRE BIRD:EYRE BIRD OBSERVATORY:WA","800901",-32.25,126.3,"28-SEP-1992","TRAPPED IN MIST NET","RELEASED ALIVE CARRYING 2 OR MORE BANDS","0","0","THE EYRE BIRD OBSERVATORY GROUP","C06",34,3,"New Holland Honeyeater",0.0696,,,88,"AY","AY","3AY",0.07215,0.9646569647,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3409029,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","EYRE BIRD:EYRE BIRD OBSERVATORY:WA","800901",-32.25,126.3,"28-SEP-1992","FIRST YEAR","MALE","EYRE BIRD:EYRE BIRD OBSERVATORY:WA","800901",-32.25,126.3,"09-OCT-1994","TRAPPED IN MIST NET","WAS RELEASED ALIVE AND THE BAND WAS REMOVED.","0","24","THE EYRE BIRD OBSERVATORY GROUP","C06",34,3,"New Holland Honeyeater",0.0696,,,88,"AY","AY","3AY",0.07215,0.9646569647,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3426429,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","KYLIE CAMP:LOT 22 TURNER ST AUGUSTA:WA","0965A1",-34.3333333333,115.15,"18-JUL-1992","SECOND YEAR OR OLDER","MALE",":BACKYARD 3 SIMMONS COURT AUGUSTA:WA","08078F",-34.3166666667,115.15,"17-MAR-1993","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","2","13","MR P CONGREVE SNR","C06",34,3,"New Holland Honeyeater",0.0717,,,90,"AY","AY","3AY",0.07215,0.9937629938,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3428802,398,"Golden Whistler","Pachycephala pectoralis","VINEYARD:CHATEAU LE AMON VINEYARD PROPER:VIC","123604",-36.8469444444,144.2294444444,"12-APR-1993","FIRST YEAR","UNKNOWN",":12 KM NORTH OF INGLEWOOD:VIC","08176F",-36.5,143.8833333333,"04-JUN-1993","TAKEN BY DOMESTIC OR WILD DOG","WAS DEAD AND THE BAND WAS REMOVED.","48","1","DR TC BURTON","C05",34,3,"Golden Whistler",0.0714,,,90,"AY","AY","3AY",0.07215,0.9896049896,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3429817,364,"Willie Wagtail","Rhipidura leucophrys","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"31-MAR-1997","FIRST YR OR OLDER","UNKNOWN","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"18-APR-1997","TRAPPED IN MIST NET","WAS DEAD AND THE BAND WAS REMOVED.","0","0","MR WL KLAU OAM","C05",34,3,"Willie Wagtail",0.072,,,90,"AY","AY","3AY",0.07215,0.9979209979,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3431064,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","COXSCRUB:10 KM EAST OF MT COMPASS:SA","0987N1",-35.3333333333,138.75,"16-JUL-1992","JUVENILE","UNKNOWN",":8 KM EAST OF MT COMPASS:SA","08774F",-35.35,138.7166666667,"16-NOV-1993","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","4","16","MR BRIAN FOREMAN (DECEASED)","C06",34,3,"New Holland Honeyeater",0.07,,,90,"AY","AY","3AY",0.07215,0.9702009702,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3436220,608,"Singing Honeyeater","Gavicalis virescens","WEST SITE:HERDSMAN LAKE(WEST SITE):WA","065203",-31.9166666667,115.8,"30-MAY-1993","FIRST YR OR OLDER","UNKNOWN",":FLOREAT:WA","08516F",-31.9666666667,115.7666666667,"09-OCT-1993","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","6","4","MR OPP MUELLER","C06",34,3,"Singing Honeyeater",0.0717,,,90,"AY","AY","3AY",0.07215,0.9937629938,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3442361,608,"Singing Honeyeater","Gavicalis virescens","PETER LANG:APPROX 1.5 KM SOUTH OF PT AUGUSTA WEST:SA","1089PC",-32.5,137.7333333333,"23-JAN-1993","FIRST YR OR OLDER","UNKNOWN","PETER LANG:APPROX 1.5 KM SOUTH OF PT AUGUSTA WEST:SA","1089PC",-32.5,137.7333333333,"08-JUN-1994","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","16","MR WL KLAU OAM","C06",34,3,"Singing Honeyeater",0.0703,,,90,"AY","AY","3AY",0.07215,0.9743589744,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3442404,364,"Willie Wagtail","Rhipidura leucophrys","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"17-MAR-1993","FIRST YR OR OLDER","UNKNOWN","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"21-AUG-1994","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","0","17","MR WL KLAU OAM","C05",34,3,"Willie Wagtail",0.0675,,,90,"AY","AY","3AY",0.07215,0.9355509356,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3442449,608,"Singing Honeyeater","Gavicalis virescens","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"09-MAY-1993","FIRST YR OR OLDER","UNKNOWN","HOUSE:10 GUNYAH ROAD OUTSKIRTS OF WILMINGTON:SA","1089WH",-32.6430555556,138.0916666667,"01-NOV-1993","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","0","5","MR WL KLAU OAM","C06",34,3,"Singing Honeyeater",0.0716,,,90,"AY","AY","3AY",0.07215,0.9923769924,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3445973,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","YANCHEP:YANCHEP NATIONAL PARK:WA","0441YC",-31.5833333333,115.6666666667,"23-SEP-1995","SECOND YEAR","MALE","MORLEY:MORLEY:WA","044101",-31.8833333333,115.8875,"28-FEB-1998","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","39","29","MR CPS DE REBEIRA","C06",34,3,"New Holland Honeyeater",0.0622,,,90,"AY","AY","3AY",0.07215,0.8620928621,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3461086,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","NEWLANDHDN:NEWLAND HEAD CP  NORTH-EAST CORNER:SA","0446NN",-35.6144444444,138.5166666667,"11-JUN-1994","FIRST YR OR OLDER","UNKNOWN",":WAITPINGA:SA","CB1551",-35.6166666667,138.4833333333,"04-MAR-1995","FOUND DEAD, CAUSE UNKNOWN","WAS SKELETON/DRIED OUT CORPSE, BAND REMOVED.","4","8","A/PROF DC PATON","C06",34,3,"New Holland Honeyeater",0.0699,,,"NA","AY","AY","3AY",0.07215,0.9688149688,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3462916,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","BONNIEDOON:BONNIE DOON FALLS RESERVE, KATOOMBA:NSW","8016BD",-33.7138888889,150.2916666667,"30-SEP-1994","FIRST YEAR","UNKNOWN",":KATOOMBA:NSW","CF9549",-33.7,150.3,"13-OCT-1994","COLLIDED WITH A WINDOW OR OTHER TRANSPARENT MATERIAL","WAS DEAD AND THE BAND WAS REMOVED.","2","0","MS L TAYLOR","C06",34,3,"New Holland Honeyeater",0.0718,,,"NA","AY","AY","3AY",0.07215,0.9951489951,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3474377,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","NEWLANDHDN:NEWLAND HEAD CP  NORTH-EAST CORNER:SA","0446NN",-35.6144444444,138.5166666667,"29-APR-1995","FIRST YR OR OLDER","UNKNOWN",":WAITPINGA:SA","CF5748",-35.6,138.5333333333,"30-JUN-1995","FOUND ON HIGHWAY/ROAD; BUT NOT CERTAINLY HIT BY CAR","WAS DEAD AND THE BAND WAS REMOVED.","2","2","A/PROF DC PATON","C06",34,3,"New Holland Honeyeater",0.0712,,,"NA","AY","AY","3AY",0.07215,0.9868329868,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3484314,9974,"Western Whistler","Pachycephala occidentalis","BARRASS ST:BARRASS ST TORNDIRRUP NATIONAL PARK:WA","1878BA",-35.0675,117.8358333333,"20-FEB-1996","FIRST YEAR","UNKNOWN","GAZETTE:LITTLE GROVE:WA","0689X1",-35.0833333333,117.8666666667,"02-FEB-1998","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","4","23","MR A MORRISON","C05",34,3,"Golden Whistler",0.0699,,,"NA","AY","AY","3AY",0.07215,0.9688149688,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3488026,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","NEWLANDHDN:NEWLAND HEAD CP  NORTH-EAST CORNER:SA","0446NN",-35.6144444444,138.5166666667,"08-JUN-1996","FIRST YR OR OLDER","UNKNOWN",":CLYDESDALE DRIVE, VICTOR HARBOUR:SA","10832F",-35.55,138.6,"06-NOV-1996","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","9","4","A/PROF DC PATON","C06",34,3,"New Holland Honeyeater",0.0702,,,"NA","AY","AY","3AY",0.07215,0.972972973,2.8,5.5,0.5,7.7,"Passerines",0.0720866667,0.07215,0.0722034483,0.0721,"AY 34","AY 3",0.0004232333,0.0009296721
3529043,631,"New Holland Honeyeater","Phylidonyris novaehollandiae","NEWELLS:CORNER NEWELLS/FRENCHMAN BAY ROAD:WA","1878NE",-35.1025,117.9344444444,"17-JAN-1998","JUVENILE","UNKNOWN",":GRASMERE, ALBANY:WA","11485F",-35.0308333333,117.7280555556,"29-MAR-1998","COLLIDED WITH A WINDOW OR OTHER TRANSPARENT MATERIAL","WAS DEAD AND THE BAND WAS REMOVED.","22","2","MR A MORRISON","C06",35,3,"New Holland Honeyeater",0.0711,,,96,"AY","AY","3AY",0.0721,0.9861303745,2.8,5.5,0.5,7.7,"Passerines","NA","NA",0.0722034483,0.0721,"AY 35","AY 3","NA",0.0009296721
3233199,398,"Golden Whistler","Pachycephala pectoralis","CUMBERLAND:CUMBERLAND STATE FOREST  W PENNANT HILLS:NSW","0852CU",-33.75,151.0333333333,"21-OCT-1990","FIRST YR OR OLDER","UNKNOWN",":AGALEA GROVE PENNANT HILLS:NSW","06761F",-33.7416666667,151.0791666667,"16-JUN-1991","TAKEN BY DOMESTIC OR WILD CAT","WAS MERCY KILLED AND THE BAND WAS REMOVED.","4","7","MR JW HARDY","C05",32,3,"Golden Whistler",0.152,,,"NA","NA","IN","3IN",0.1602,0.9488139825,2.8,5.5,0.35,5.39,"Passerines",0.1591186047,0.1602,0.1603311475,0.1615,"IN 32","IN 3",0.0071121712,0.0064469254
3249048,162,"Red-necked Stint","Calidris ruficollis","FREEWAY:FREEWAY FORESHORE:WA","800312",-31.9833333333,115.85,"06-OCT-1983","THIRD  YEAR OR OLDER","UNKNOWN",":BEACH NEAR PENGUIN IS. FERRY DOCK:WA","05076F",-32.3,115.7,"02-APR-1989","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","38","65","THE WA WADER STUDY GROUP","C04",32,3,"Red-necked Stint",0.1627,,,"NA","NA","IN","3IN",0.1602,1.0156054931,2.8,5.5,0.35,5.39,"Waders, Herons, and Ibises",0.1591186047,0.1602,0.1603311475,0.1615,"IN 32","IN 3",0.0071121712,0.0064469254
3251351,143,"Red-capped Plover","Charadrius ruficapillus","TUNBRIDGE:TUNBRIDGE:TAS","800212",-42.15,147.4166666667,"01-FEB-1986","SECOND YEAR OR OLDER","FEMALE",":TUNBRIDGE:TAS","06351F",-42.15,147.4166666667,"03-FEB-1991","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","0","60","THE SHOREBIRD STUDY GROUP -BOAT","C04",32,3,"Red-capped Plover",0.1556,,,"NA","NA","IN","3IN",0.1602,0.9712858926,2.8,5.5,0.35,5.39,"Waders, Herons, and Ibises",0.1591186047,0.1602,0.1603311475,0.1615,"IN 32","IN 3",0.0071121712,0.0064469254
3275989,162,"Red-necked Stint","Calidris ruficollis","QUEENSCLIF:SWAN ISLAND QUEENSCLIFF:VIC","800104",-38.25,144.6666666667,"08-NOV-1986","THIRD  YEAR OR OLDER","UNKNOWN",":SAFETY BEACH:VIC","04544F",-38.3166666667,144.9833333333,"30-SEP-1988","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS SKELETON/DRIED OUT CORPSE, BAND REMOVED.","29","22","THE VICTORIAN WADER STUDY GROUP","C04",32,3,"Red-necked Stint",0.1539,,,"NA","NA","IN","3IN",0.1602,0.9606741573,2.8,5.5,0.35,5.39,"Waders, Herons, and Ibises",0.1591186047,0.1602,0.1603311475,0.1615,"IN 32","IN 3",0.0071121712,0.0064469254
3366318,162,"Red-necked Stint","Calidris ruficollis","WERRIBEESF:WERRIBEE SEWERAGE FARM (SPIT, PT WILSON):VIC","800101",-38.0833333333,144.5166666667,"04-DEC-1988","SECOND YEAR OR OLDER","UNKNOWN",":CUNDARE POOL:VIC","04980F",-38.0833333333,143.6,"19-MAR-1989","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","82","3","THE VICTORIAN WADER STUDY GROUP","C04",33,3,"Red-necked Stint",0.1624,,,87,"IN","IN","3IN",0.16305,0.9960134928,2.8,5.5,0.35,5.39,"Waders, Herons, and Ibises",0.1632277778,0.16305,0.1603311475,0.1615,"IN 33","IN 3",0.0030198959,0.0064469254
3366737,162,"Red-necked Stint","Calidris ruficollis","WERRIBEESF:WERRIBEE SEWERAGE FARM (SPIT, PT WILSON):VIC","800101",-38.0833333333,144.5166666667,"31-DEC-1988","FIRST YEAR","UNKNOWN",":LAKE CONNEWARRE:VIC","05708F",-38.2166666667,144.4666666667,"24-MAR-1990","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","19","14","THE VICTORIAN WADER STUDY GROUP","C04",33,3,"Red-necked Stint",0.1596,,,87,"IN","IN","3IN",0.16305,0.9788408464,2.8,5.5,0.35,5.39,"Waders, Herons, and Ibises",0.1632277778,0.16305,0.1603311475,0.1615,"IN 33","IN 3",0.0030198959,0.0064469254
4129456,555,"Brown Treecreeper","Climacteris picumnus","MUNGHORN:MUNGHORN GAP NATURE RESERVE NEAR MUDGEE:NSW","8504MG",-32.3833333333,149.8333333333,"09-JUN-1990","FIRST YR OR OLDER","UNKNOWN","MUNGHORN:MUNGHORN GAP NATURE RESERVE NEAR MUDGEE:NSW","8504MG",-32.3833333333,149.8333333333,"21-SEP-1993","TRAPPED IN MIST NET","WAS RELEASED ALIVE AND THE BAND OR COLOUR MARK WAS REPLACED DUE TO WEAR.","0","39","MR GD BELL","C05",41,4,"Brown Treecreeper",0.0671,,,"NA","NA","AY","4AY",0.0849,0.7903415783,3.3,5.5,0.5,9.075,"Passerines",0.0848037037,0.0849,0.09006,0.0852,"AY 41","AY 4",0.0017299359,0.0161219191
4149112,547,"Dusky Woodswallow","Artamus cyanopterus","DOUGHBOY:DOUGHBOY RESERVE:SA","1089WN",-32.8833333333,138.2333333333,"11-OCT-1991","FIRST YR OR OLDER","UNKNOWN","DOUGHBOY:DOUGHBOY RESERVE:SA","1089WN",-32.8833333333,138.2333333333,"06-OCT-1992","EXHAUSTED","REHABILITATION WAS ATTEMPTED BUT BIRD/BAT DIED, BAND WAS REMOVED.","0","11","MR WL KLAU OAM","C05",41,4,"Dusky Woodswallow",0.086,,,87,"AY","AY","4AY",0.0849,1.0129564193,3.3,5.5,0.5,9.075,"Passerines",0.0848037037,0.0849,0.09006,0.0852,"AY 41","AY 4",0.0017299359,0.0161219191
4151583,633,"Bell Miner","Manorina melanophrys","CORANDERRK:CORANDERRK HEALESVILLE:VIC","059406",-37.6833333333,145.5305555556,"01-SEP-1990","FIRST YR OR OLDER","UNKNOWN",":5 LEONARD ST UPWEY:VIC","07916F",-37.9,145.3236111111,"03-JAN-1993","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","30","28","DR RA ZANN","NR",41,4,"Bell Miner",0.073,,,87,"AY","AY","4AY",0.0849,0.8598351001,3.3,5.5,0.5,9.075,"Passerines",0.0848037037,0.0849,0.09006,0.0852,"AY 41","AY 4",0.0017299359,0.0161219191
4177896,117,"Little Tern","Sternula albifrons","DREDGE:DREDGE SPOIL ISLANDS, FORSTER/TUNCURRY:NSW","801005",-32.2,152.5,"26-DEC-1993","NESTLING","UNKNOWN",":SHELLY BEACH EAST BALLINA:NSW","F11860",-28.8666666667,153.5666666667,"17-APR-1994","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","384","3","THE NSW NPWS SEABIRD PROJECT","C03",41,4,"Little Tern",0.0812,,,90,"AY","AY","4AY",0.0849,0.9564193168,3.3,5.5,0.5,9.075,"Seabirds",0.0848037037,0.0849,0.09006,0.0852,"AY 41","AY 4",0.0017299359,0.0161219191
4112189,118,"Fairy Tern","Sternula nereis","QUEENSCLIF:SWAN ISLAND QUEENSCLIFF:VIC","800104",-38.25,144.6666666667,"28-MAR-1982","SECOND YEAR OR OLDER","UNKNOWN",":2KM E GUNNAMATTA SURF BCH, PT NEPEAN NP:VIC","09541F",-38.4666666667,144.8666666667,"10-OCT-1994","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","30","150","THE VICTORIAN WADER STUDY GROUP","C03",41,4,"Fairy Tern",0.1787,,,"NA","NA","IN","4IN",0.1818,0.9829482948,3.3,5.5,0.35,6.3525,"Seabirds",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4118268,140,"Double-banded Plover","Charadrius bicinctus","ALTONAPTCK:POINT COOK, ALTONA:VIC","800102",-37.9166666667,144.7666666667,"03-AUG-1986","SECOND YEAR OR OLDER","MALE",":TIHAKA BCH COLAC BAY STHLAND NEW ZEALAND:","04626F",-46.3833333333,167.9,"14-NOV-1988","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS LEFT ON.","2120","27","THE VICTORIAN WADER STUDY GROUP","NR",41,4,"Little Wattlebird",0.1736,,,"NA","NA","IN","4IN",0.1818,0.9548954895,3.3,5.5,0.35,6.3525,"Waders, Herons, and Ibises",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4118276,140,"Double-banded Plover","Charadrius bicinctus","INVERLOCH:INVERLOCH, ANDERSONS INLET-PT SMYTHE:VIC","800103",-38.6166666667,145.75,"09-AUG-1986","FIRST YEAR","MALE",":LOWER OHAU RIVER NEAR TWIZEL NEW ZEALAND:","04511F",-44,170.1833333333,"09-SEP-1988","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","2123","25","THE VICTORIAN WADER STUDY GROUP","C04",41,4,"Double Banded Plover",0.1758,,,"NA","NA","IN","4IN",0.1818,0.9669966997,3.3,5.5,0.35,6.3525,"Waders, Herons, and Ibises",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4124460,117,"Little Tern","Sternula albifrons","RED ROCK:RED ROCK ESTUARY:NSW","109614",-29.9819444444,153.2280555556,"23-DEC-1986","NESTLING","UNKNOWN","TUNC&FORST:ON BRIDGE BETWEEN TUNCURRY & FORSTER:NSW","0852X3",-32.1888888889,152.5,"06-DEC-1990","COLLIDED WITH A MOVING ROAD VEHICLE","WAS DEAD AND THE BAND WAS REMOVED.","256","47","MR DJ GEERING","C03",41,4,"Little Tern",0.1707,,,"NA","NA","IN","4IN",0.1818,0.9389438944,3.3,5.5,0.35,6.3525,"Seabirds",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4124461,117,"Little Tern","Sternula albifrons","RED ROCK:RED ROCK ESTUARY:NSW","109614",-29.9819444444,153.2280555556,"06-JAN-1987","NESTLING","UNKNOWN",":SANDON RIVER ENTRANCE:NSW","01234F",-29.7,153.2833333333,"22-JAN-1987","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","32","0","MR DJ GEERING","C03",41,4,"Little Tern",0.1699,,,"NA","NA","IN","4IN",0.1818,0.9345434543,3.3,5.5,0.35,6.3525,"Seabirds",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4131245,140,"Double-banded Plover","Charadrius bicinctus","YALLOCKCRK:YALLOCK CREEK NEAR KOOWEERUP:VIC","800105",-38.2166666667,145.4666666667,"26-APR-1987","FIRST YEAR","UNKNOWN",":NEAR TWIZEL  NEW ZEALAND:","03062F",-44.25,170.1,"17-DEC-1987","FOUND DEAD, CAUSE UNKNOWN","PARTIALLY DECOMPOSED AND BAND REMOVED.","2162","7","THE VICTORIAN WADER STUDY GROUP","C04",41,4,"Double Banded Plover",0.1853,,,"NA","NA","IN","4IN",0.1818,1.0192519252,3.3,5.5,0.35,6.3525,"Waders, Herons, and Ibises",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4160689,161,"Curlew Sandpiper","Calidris ferruginea","STOCKYARD:STOCKYARD PT, LANG LANG, WESTERNPORT:VIC","800108",-38.3666666667,145.5333333333,"11-AUG-1991","SECOND YEAR","UNKNOWN",":LAKE MODEWARRE:VIC","07499F",-38.25,144.0833333333,"11-MAY-1992","FOUND BEACHWASHED OR FLOATING IN SEA OR FRESHWATER","WAS DEAD AND THE BAND WAS REMOVED.","127","9","THE VICTORIAN WADER STUDY GROUP","C04",41,4,"Broad-billed Sandpiper",0.1781,,,87,"IN","IN","4IN",0.1818,0.9796479648,3.3,5.5,0.35,6.3525,"Waders, Herons, and Ibises",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
4163713,161,"Curlew Sandpiper","Calidris ferruginea","BROOMECRCK:BEACHES  CRAB CK RD  ROEBUCK BAY  BROOME:WA","800001",-18,122.3666666667,"01-SEP-1992","SECOND YEAR","UNKNOWN",":BEACH AT GANTHEAUME POINT BROOME:WA","07754F",-17.9833333333,122.1833333333,"28-SEP-1992","FOUND DEAD, CAUSE UNKNOWN","WAS DEAD AND THE BAND WAS REMOVED.","21","0","THE AUSTRALASIAN WADER STUDY GROUP","C04",41,4,"Curlew Sandpiper",0.1832,,,87,"IN","IN","4IN",0.1818,1.0077007701,3.3,5.5,0.35,6.3525,"Waders, Herons, and Ibises",0.1807238095,0.1818,0.17969,0.1806,"IN 41","IN 4",0.0047046684,0.0060245675
